Overzicht postcodes België,,,,
Postcode,Gemeente,Postcode Hoofdgemeente,Hoofdgemeente,Provincie
1000,Brussel,1000,Brussel,Brussels Hoofdstedelijk gewest
1020,Laken (Bru.),1000,Brussel,Brussels Hoofdstedelijk gewest
1030,Schaarbeek,1030,Schaarbeek,Brussels Hoofdstedelijk gewest
1040,Etterbeek,1040,Etterbeek,Brussels Hoofdstedelijk gewest
1050,Elsene,1050,Elsene,Brussels Hoofdstedelijk gewest
1060,Sint-Gillis,1060,Sint-Gillis,Brussels Hoofdstedelijk gewest
1070,Anderlecht,1070,Anderlecht,Brussels Hoofdstedelijk gewest
1080,Sint-Jans-Molenbeek,1080,Sint-Jans-Molenbeek,Brussels Hoofdstedelijk gewest
1081,Koekelberg,1081,Koekelberg,Brussels Hoofdstedelijk gewest
1082,Sint-Agatha-Berchem,1082,Sint-Agatha-Berchem,Brussels Hoofdstedelijk gewest
1083,Ganshoren,1083,Ganshoren,Brussels Hoofdstedelijk gewest
1090,Jette,1090,Jette,Brussels Hoofdstedelijk gewest
1120,Neder-over-Heembeek (Bru.),1000,Brussel,Brussels Hoofdstedelijk gewest
1130,Haren (Bru.),1000,Brussel,Brussels Hoofdstedelijk gewest
1140,Evere,1140,Evere,Brussels Hoofdstedelijk gewest
1150,Sint-Pieters-Woluwe,1150,Sint-Pieters-Woluwe,Brussels Hoofdstedelijk gewest
1160,Oudergem,1160,Oudergem,Brussels Hoofdstedelijk gewest
1170,Watermaal-Bosvoorde,1170,Watermaal-Bosvoorde,Brussels Hoofdstedelijk gewest
1180,Ukkel,1180,Ukkel,Brussels Hoofdstedelijk gewest
1190,Vorst,1190,Vorst,Brussels Hoofdstedelijk gewest
1200,Sint-Lambrechts-Woluwe,1200,Sint-Lambrechts-Woluwe,Brussels Hoofdstedelijk gewest
1210,Sint-Joost-ten-Node,1210,Sint-Joost-ten-Node,Brussels Hoofdstedelijk gewest
1300,Limal,1300,Wavre,Waals Brabant
1300,Wavre,1300,Wavre,Waals Brabant
1301,Bierges,1300,Wavre,Waals Brabant
1310,La Hulpe,1310,La Hulpe,Waals Brabant
1315,Glimes,1315,Incourt,Waals Brabant
1315,Incourt,1315,Incourt,Waals Brabant
1315,Opprebais,1315,Incourt,Waals Brabant
1315,Piétrebais,1315,Incourt,Waals Brabant
1315,Roux-Miroir,1315,Incourt,Waals Brabant
1320,Beauvechain,1320,Beauvechain,Waals Brabant
1320,Hamme-Mille,1320,Beauvechain,Waals Brabant
1320,l'Ecluse,1320,Beauvechain,Waals Brabant
1320,Nodebais,1320,Beauvechain,Waals Brabant
1320,Tourinnes-la-Grosse,1320,Beauvechain,Waals Brabant
1325,Bonlez,1325,Chaumont-Gistoux,Waals Brabant
1325,Chaumont-Gistoux,1325,Chaumont-Gistoux,Waals Brabant
1325,Corroy-le-Grand,1325,Chaumont-Gistoux,Waals Brabant
1325,Dion-Valmont,1325,Chaumont-Gistoux,Waals Brabant
1325,Longueville,1325,Chaumont-Gistoux,Waals Brabant
1330,Rixensart,1330,Rixensart,Waals Brabant
1331,Rosières,1330,Rixensart,Waals Brabant
1332,Genval,1330,Rixensart,Waals Brabant
1340,Ottignies,1340,Ottignies-Louvain-la-Neuve,Waals Brabant
1340,Ottignies-Louvain-la-Neuve,1340,Ottignies-Louvain-la-Neuve,Waals Brabant
1341,Céroux-Mousty,1340,Ottignies-Louvain-la-Neuve,Waals Brabant
1342,Limelette,1340,Ottignies-Louvain-la-Neuve,Waals Brabant
1348,Louvain-la-Neuve,1340,Ottignies-Louvain-la-Neuve,Waals Brabant
1350,Enines,1350,Orp-Jauche,Waals Brabant
1350,Folx-les-Caves,1350,Orp-Jauche,Waals Brabant
1350,Jandrain-Jandrenouille,1350,Orp-Jauche,Waals Brabant
1350,Jauche,1350,Orp-Jauche,Waals Brabant
1350,Marilles,1350,Orp-Jauche,Waals Brabant
1350,Noduwez,1350,Orp-Jauche,Waals Brabant
1350,Orp-Jauche,1350,Orp-Jauche,Waals Brabant
1350,Orp-le-Grand,1350,Orp-Jauche,Waals Brabant
1357,Hélécine,1357,Hélécine,Waals Brabant
1357,Linsmeau,1357,Hélécine,Waals Brabant
1357,Neerheylissem,1357,Hélécine,Waals Brabant
1357,Opheylissem,1357,Hélécine,Waals Brabant
1360,Malèves-Sainte-Marie-Wastines,1360,Perwez,Waals Brabant
1360,Orbais,1360,Perwez,Waals Brabant
1360,Perwez,1360,Perwez,Waals Brabant
1360,Thorembais-les-Béguines,1360,Perwez,Waals Brabant
1360,Thorembais-Saint-Trond,1360,Perwez,Waals Brabant
1367,Autre-Eglise,1367,Ramillies,Waals Brabant
1367,Bomal (Br.W.),1367,Ramillies,Waals Brabant
1367,Geest-Gérompont-Petit-Rosière,1367,Ramillies,Waals Brabant
1367,Gérompont,1367,Ramillies,Waals Brabant
1367,Grand-Rosière-Hottomont,1367,Ramillies,Waals Brabant
1367,Huppaye,1367,Ramillies,Waals Brabant
1367,Mont-Saint-André,1367,Ramillies,Waals Brabant
1367,Ramillies-Offus,1367,Ramillies,Waals Brabant
1370,Dongelberg,1370,Jodoigne,Waals Brabant
1370,Jauchelette,1370,Jodoigne,Waals Brabant
1370,Jodoigne,1370,Jodoigne,Waals Brabant
1370,Jodoigne-Souveraine,1370,Jodoigne,Waals Brabant
1370,Lathuy,1370,Jodoigne,Waals Brabant
1370,Mélin,1370,Jodoigne,Waals Brabant
1370,Piétrain,1370,Jodoigne,Waals Brabant
1370,Saint-Jean-Geest,1370,Jodoigne,Waals Brabant
1370,Saint-Remy-Geest,1370,Jodoigne,Waals Brabant
1370,Zétrud-Lumay,1370,Jodoigne,Waals Brabant
1380,Couture-Saint-Germain,1380,Lasne,Waals Brabant
1380,Lasne,1380,Lasne,Waals Brabant
1380,Lasne-Chapelle-Saint-Lambert,1380,Lasne,Waals Brabant
1380,Maransart,1380,Lasne,Waals Brabant
1380,Ohain,1380,Lasne,Waals Brabant
1380,Plancenoit,1380,Lasne,Waals Brabant
1390,Archennes,1390,Grez-Doiceau,Waals Brabant
1390,Biez,1390,Grez-Doiceau,Waals Brabant
1390,Bossut-Gottechain,1390,Grez-Doiceau,Waals Brabant
1390,Grez-Doiceau,1390,Grez-Doiceau,Waals Brabant
1390,Nethen,1390,Grez-Doiceau,Waals Brabant
1400,Monstreux,1400,Nivelles,Waals Brabant
1400,Nivelles,1400,Nivelles,Waals Brabant
1401,Baulers,1400,Nivelles,Waals Brabant
1402,Thines,1400,Nivelles,Waals Brabant
1404,Bornival,1400,Nivelles,Waals Brabant
1410,Waterloo,1410,Waterloo,Waals Brabant
1420,Braine-l'Alleud,1420,Braine-l'Alleud,Waals Brabant
1421,Ophain-Bois-Seigneur-Isaac,1420,Braine-l'Alleud,Waals Brabant
1428,Lillois-Witterzée,1420,Braine-l'Alleud,Waals Brabant
1430,Bierghes,1430,Rebecq,Waals Brabant
1430,Quenast,1430,Rebecq,Waals Brabant
1430,Rebecq,1430,Rebecq,Waals Brabant
1430,Rebecq-Rognon,1430,Rebecq,Waals Brabant
1435,Corbais,1435,Mont-Saint-Guibert,Waals Brabant
1435,Hévillers,1435,Mont-Saint-Guibert,Waals Brabant
1435,Mont-Saint-Guibert,1435,Mont-Saint-Guibert,Waals Brabant
1440,Braine-le-Château,1440,Braine-le-Château,Waals Brabant
1440,Wauthier-Braine,1440,Braine-le-Château,Waals Brabant
1450,Chastre,1450,Chastre,Waals Brabant
1450,Chastre-Villeroux-Blanmont,1450,Chastre,Waals Brabant
1450,Cortil-Noirmont,1450,Chastre,Waals Brabant
1450,Gentinnes,1450,Chastre,Waals Brabant
1450,Saint-Géry,1450,Chastre,Waals Brabant
1457,Nil-Saint-Vincent-Saint-Martin,1457,Walhain,Waals Brabant
1457,Tourinnes-Saint-Lambert,1457,Walhain,Waals Brabant
1457,Walhain,1457,Walhain,Waals Brabant
1457,Walhain-Saint-Paul,1457,Walhain,Waals Brabant
1460,Ittre,1460,Ittre,Waals Brabant
1460,Virginal-Samme,1460,Ittre,Waals Brabant
1461,Haut-Ittre,1460,Ittre,Waals Brabant
1470,Baisy-Thy,1470,Genappe,Waals Brabant
1470,Bousval,1470,Genappe,Waals Brabant
1470,Genappe,1470,Genappe,Waals Brabant
1471,Loupoigne,1470,Genappe,Waals Brabant
1472,Vieux-Genappe,1470,Genappe,Waals Brabant
1473,Glabais,1470,Genappe,Waals Brabant
1474,Ways,1470,Genappe,Waals Brabant
1476,Houtain-le-Val,1470,Genappe,Waals Brabant
1480,Clabecq,1480,Tubize,Waals Brabant
1480,Oisquercq,1480,Tubize,Waals Brabant
1480,Saintes,1480,Tubize,Waals Brabant
1480,Tubize,1480,Tubize,Waals Brabant
1490,Court-Saint-Etienne,1490,Court-Saint-Etienne,Waals Brabant
1495,Marbais (Br.W.),1495,Villers-la-Ville,Waals Brabant
1495,Mellery,1495,Villers-la-Ville,Waals Brabant
1495,Sart-Dames-Avelines,1495,Villers-la-Ville,Waals Brabant
1495,Tilly,1495,Villers-la-Ville,Waals Brabant
1495,Villers-la-Ville,1495,Villers-la-Ville,Waals Brabant
1500,Halle,1500,Halle,Vlaams Brabant
1501,Buizingen,1500,Halle,Vlaams Brabant
1502,Lembeek,1500,Halle,Vlaams Brabant
1540,Herfelingen,1540,Herne,Vlaams Brabant
1540,Herne,1540,Herne,Vlaams Brabant
1541,Sint-Pieters-Kapelle (Vl.Br.),1540,Herne,Vlaams Brabant
1547,Bever/Biévène,1547,Bever/Biévène,Vlaams Brabant
1560,Hoeilaart,1560,Hoeilaart,Vlaams Brabant
1570,Galmaarden,1570,Galmaarden,Vlaams Brabant
1570,Tollembeek,1570,Galmaarden,Vlaams Brabant
1570,Vollezele,1570,Galmaarden,Vlaams Brabant
1600,Oudenaken,1600,Sint-Pieters-Leeuw,Vlaams Brabant
1600,Sint-Laureins-Berchem,1600,Sint-Pieters-Leeuw,Vlaams Brabant
1600,Sint-Pieters-Leeuw,1600,Sint-Pieters-Leeuw,Vlaams Brabant
1601,Ruisbroek (Vl.Br.),1600,Sint-Pieters-Leeuw,Vlaams Brabant
1602,Vlezenbeek,1600,Sint-Pieters-Leeuw,Vlaams Brabant
1620,Drogenbos,1620,Drogenbos,Vlaams Brabant
1630,Linkebeek,1630,Linkebeek,Vlaams Brabant
1640,Sint-Genesius-Rode/Rhode-Saint-Genèse,1640,Sint-Genesius-Rode/Rhode-Saint-Genèse,Vlaams Brabant
1650,Beersel,1650,Beersel,Vlaams Brabant
1651,Lot,1650,Beersel,Vlaams Brabant
1652,Alsemberg,1650,Beersel,Vlaams Brabant
1653,Dworp,1650,Beersel,Vlaams Brabant
1654,Huizingen,1650,Beersel,Vlaams Brabant
1670,Bogaarden,1670,Pepingen,Vlaams Brabant
1670,Heikruis,1670,Pepingen,Vlaams Brabant
1670,Pepingen,1670,Pepingen,Vlaams Brabant
1671,Elingen,1670,Pepingen,Vlaams Brabant
1673,Beert,1670,Pepingen,Vlaams Brabant
1674,Bellingen,1670,Pepingen,Vlaams Brabant
1700,Dilbeek,1700,Dilbeek,Vlaams Brabant
1700,Sint-Martens-Bodegem,1700,Dilbeek,Vlaams Brabant
1700,Sint-Ulriks-Kapelle,1700,Dilbeek,Vlaams Brabant
1701,Itterbeek,1700,Dilbeek,Vlaams Brabant
1702,Groot-Bijgaarden,1700,Dilbeek,Vlaams Brabant
1703,Schepdaal,1700,Dilbeek,Vlaams Brabant
1730,Asse,1730,Asse,Vlaams Brabant
1730,Bekkerzeel,1730,Asse,Vlaams Brabant
1730,Kobbegem,1730,Asse,Vlaams Brabant
1730,Mollem,1730,Asse,Vlaams Brabant
1731,Relegem,1730,Asse,Vlaams Brabant
1731,Zellik,1730,Asse,Vlaams Brabant
1740,Ternat,1740,Ternat,Vlaams Brabant
1741,Wambeek,1740,Ternat,Vlaams Brabant
1742,Sint-Katherina-Lombeek,1740,Ternat,Vlaams Brabant
1745,Mazenzele,1745,Opwijk,Vlaams Brabant
1745,Opwijk,1745,Opwijk,Vlaams Brabant
1750,Gaasbeek,1750,Lennik,Vlaams Brabant
1750,Lennik,1750,Lennik,Vlaams Brabant
1750,Sint-Kwintens-Lennik,1750,Lennik,Vlaams Brabant
1750,Sint-Martens-Lennik,1750,Lennik,Vlaams Brabant
1755,Gooik,1755,Gooik,Vlaams Brabant
1755,Kester,1755,Gooik,Vlaams Brabant
1755,Leerbeek,1755,Gooik,Vlaams Brabant
1755,Oetingen,1755,Gooik,Vlaams Brabant
1760,Onze-Lieve-Vrouw-Lombeek,1760,Roosdaal,Vlaams Brabant
1760,Pamel,1760,Roosdaal,Vlaams Brabant
1760,Roosdaal,1760,Roosdaal,Vlaams Brabant
1760,Strijtem,1760,Roosdaal,Vlaams Brabant
1761,Borchtlombeek,1760,Roosdaal,Vlaams Brabant
1770,Liedekerke,1770,Liedekerke,Vlaams Brabant
1780,Wemmel,1780,Wemmel,Vlaams Brabant
1785,Brussegem,1785,Merchtem,Vlaams Brabant
1785,Hamme (Vl.Br.),1785,Merchtem,Vlaams Brabant
1785,Merchtem,1785,Merchtem,Vlaams Brabant
1790,Affligem,1790,Affligem,Vlaams Brabant
1790,Essene,1790,Affligem,Vlaams Brabant
1790,Hekelgem,1790,Affligem,Vlaams Brabant
1790,Teralfene,1790,Affligem,Vlaams Brabant
1800,Peutie,1800,Vilvoorde,Vlaams Brabant
1800,Vilvoorde,1800,Vilvoorde,Vlaams Brabant
1820,Melsbroek,1820,Steenokkerzeel,Vlaams Brabant
1820,Perk,1820,Steenokkerzeel,Vlaams Brabant
1820,Steenokkerzeel,1820,Steenokkerzeel,Vlaams Brabant
1830,Machelen (Vl.Br.),1830,Machelen (Vl.Br.),Vlaams Brabant
1831,Diegem,1830,Machelen (Vl.Br.),Vlaams Brabant
1840,Londerzeel,1840,Londerzeel,Vlaams Brabant
1840,Malderen,1840,Londerzeel,Vlaams Brabant
1840,Steenhuffel,1840,Londerzeel,Vlaams Brabant
1850,Grimbergen,1850,Grimbergen,Vlaams Brabant
1851,Humbeek,1850,Grimbergen,Vlaams Brabant
1852,Beigem,1850,Grimbergen,Vlaams Brabant
1853,Strombeek-Bever,1850,Grimbergen,Vlaams Brabant
1860,Meise,1860,Meise,Vlaams Brabant
1861,Wolvertem,1860,Meise,Vlaams Brabant
1880,Kapelle-op-den-Bos,1880,Kapelle-op-den-Bos,Vlaams Brabant
1880,Nieuwenrode,1880,Kapelle-op-den-Bos,Vlaams Brabant
1880,Ramsdonk,1880,Kapelle-op-den-Bos,Vlaams Brabant
1910,Berg (Vl.Br.),1910,Kampenhout,Vlaams Brabant
1910,Buken,1910,Kampenhout,Vlaams Brabant
1910,Kampenhout,1910,Kampenhout,Vlaams Brabant
1910,Nederokkerzeel,1910,Kampenhout,Vlaams Brabant
1930,Nossegem,1930,Zaventem,Vlaams Brabant
1930,Zaventem,1930,Zaventem,Vlaams Brabant
1932,Sint-Stevens-Woluwe,1930,Zaventem,Vlaams Brabant
1933,Sterrebeek,1930,Zaventem,Vlaams Brabant
1950,Kraainem,1950,Kraainem,Vlaams Brabant
1970,Wezembeek-Oppem,1970,Wezembeek-Oppem,Vlaams Brabant
1980,Eppegem,1980,Zemst,Vlaams Brabant
1980,Zemst,1980,Zemst,Vlaams Brabant
1981,Hofstade (Vl.Br.),1980,Zemst,Vlaams Brabant
1982,Elewijt,1980,Zemst,Vlaams Brabant
1982,Weerde,1980,Zemst,Vlaams Brabant
2000,Antwerpen,2000,Antwerpen,Antwerpen
2018,Antwerpen,2000,Antwerpen,Antwerpen
2020,Antwerpen,2000,Antwerpen,Antwerpen
2030,Antwerpen,2000,Antwerpen,Antwerpen
2040,Antwerpen,2000,Antwerpen,Antwerpen
2040,Berendrecht,2000,Antwerpen,Antwerpen
2040,Lillo,2000,Antwerpen,Antwerpen
2040,Zandvliet,2000,Antwerpen,Antwerpen
2050,Antwerpen,2000,Antwerpen,Antwerpen
2060,Antwerpen,2000,Antwerpen,Antwerpen
2070,Burcht,2070,Zwijndrecht,Antwerpen
2070,Zwijndrecht,2070,Zwijndrecht,Antwerpen
2100,Deurne,2000,Antwerpen,Antwerpen
2110,Wijnegem,2110,Wijnegem,Antwerpen
2140,Borgerhout,2000,Antwerpen,Antwerpen
2150,Borsbeek (Antw.),2150,Borsbeek (Antw.),Antwerpen
2160,Wommelgem,2160,Wommelgem,Antwerpen
2170,Merksem,2000,Antwerpen,Antwerpen
2180,Ekeren,2000,Antwerpen,Antwerpen
2200,Herentals,2200,Herentals,Antwerpen
2200,Morkhoven,2200,Herentals,Antwerpen
2200,Noorderwijk,2200,Herentals,Antwerpen
2220,Hallaar,2220,Heist-op-den-Berg,Antwerpen
2220,Heist-op-den-Berg,2220,Heist-op-den-Berg,Antwerpen
2221,Booischot,2220,Heist-op-den-Berg,Antwerpen
2222,Itegem,2220,Heist-op-den-Berg,Antwerpen
2222,Wiekevorst,2220,Heist-op-den-Berg,Antwerpen
2223,Schriek,2220,Heist-op-den-Berg,Antwerpen
2230,Herselt,2230,Herselt,Antwerpen
2230,Ramsel,2230,Herselt,Antwerpen
2235,Houtvenne,2235,Hulshout,Antwerpen
2235,Hulshout,2235,Hulshout,Antwerpen
2235,Westmeerbeek,2235,Hulshout,Antwerpen
2240,Massenhoven,2240,Zandhoven,Antwerpen
2240,Viersel,2240,Zandhoven,Antwerpen
2240,Zandhoven,2240,Zandhoven,Antwerpen
2242,Pulderbos,2240,Zandhoven,Antwerpen
2243,Pulle,2240,Zandhoven,Antwerpen
2250,Olen,2250,Olen,Antwerpen
2260,Oevel,2260,Westerlo,Antwerpen
2260,Tongerlo (Antw.),2260,Westerlo,Antwerpen
2260,Westerlo,2260,Westerlo,Antwerpen
2260,Zoerle-Parwijs,2260,Westerlo,Antwerpen
2270,Herenthout,2270,Herenthout,Antwerpen
2275,Gierle,2275,Lille,Antwerpen
2275,Lille,2275,Lille,Antwerpen
2275,Poederlee,2275,Lille,Antwerpen
2275,Wechelderzande,2275,Lille,Antwerpen
2280,Grobbendonk,2280,Grobbendonk,Antwerpen
2288,Bouwel,2280,Grobbendonk,Antwerpen
2290,Vorselaar,2290,Vorselaar,Antwerpen
2300,Turnhout,2300,Turnhout,Antwerpen
2310,Rijkevorsel,2310,Rijkevorsel,Antwerpen
2320,Hoogstraten,2320,Hoogstraten,Antwerpen
2321,Meer,2320,Hoogstraten,Antwerpen
2322,Minderhout,2320,Hoogstraten,Antwerpen
2323,Wortel,2320,Hoogstraten,Antwerpen
2328,Meerle,2320,Hoogstraten,Antwerpen
2330,Merksplas,2330,Merksplas,Antwerpen
2340,Beerse,2340,Beerse,Antwerpen
2340,Vlimmeren,2340,Beerse,Antwerpen
2350,Vosselaar,2350,Vosselaar,Antwerpen
2360,Oud-Turnhout,2360,Oud-Turnhout,Antwerpen
2370,Arendonk,2370,Arendonk,Antwerpen
2380,Ravels,2380,Ravels,Antwerpen
2381,Weelde,2380,Ravels,Antwerpen
2382,Poppel,2380,Ravels,Antwerpen
2387,Baarle-Hertog,2387,Baarle-Hertog,Antwerpen
2390,Malle,2390,Malle,Antwerpen
2390,Oostmalle,2390,Malle,Antwerpen
2390,Westmalle,2390,Malle,Antwerpen
2400,Mol,2400,Mol,Antwerpen
2430,Eindhout,2430,Laakdal,Antwerpen
2430,Laakdal,2430,Laakdal,Antwerpen
2430,Vorst (Kempen),2430,Laakdal,Antwerpen
2431,Varendonk,2430,Laakdal,Antwerpen
2431,Veerle,2430,Laakdal,Antwerpen
2440,Geel,2440,Geel,Antwerpen
2450,Meerhout,2450,Meerhout,Antwerpen
2460,Kasterlee,2460,Kasterlee,Antwerpen
2460,Lichtaart,2460,Kasterlee,Antwerpen
2460,Tielen,2460,Kasterlee,Antwerpen
2470,Retie,2470,Retie,Antwerpen
2480,Dessel,2480,Dessel,Antwerpen
2490,Balen,2490,Balen,Antwerpen
2491,Olmen,2490,Balen,Antwerpen
2500,Koningshooikt,2500,Lier,Antwerpen
2500,Lier,2500,Lier,Antwerpen
2520,Broechem,2520,Ranst,Antwerpen
2520,Emblem,2520,Ranst,Antwerpen
2520,Oelegem,2520,Ranst,Antwerpen
2520,Ranst,2520,Ranst,Antwerpen
2530,Boechout,2530,Boechout,Antwerpen
2531,Vremde,2530,Boechout,Antwerpen
2540,Hove,2540,Hove,Antwerpen
2547,Lint,2547,Lint,Antwerpen
2550,Kontich,2550,Kontich,Antwerpen
2550,Waarloos,2550,Kontich,Antwerpen
2560,Bevel,2560,Nijlen,Antwerpen
2560,Kessel,2560,Nijlen,Antwerpen
2560,Nijlen,2560,Nijlen,Antwerpen
2570,Duffel,2570,Duffel,Antwerpen
2580,Beerzel,2580,Putte,Antwerpen
2580,Putte,2580,Putte,Antwerpen
2590,Berlaar,2590,Berlaar,Antwerpen
2590,Gestel,2590,Berlaar,Antwerpen
2600,Berchem,2000,Antwerpen,Antwerpen
2610,Wilrijk,2000,Antwerpen,Antwerpen
2620,Hemiksem,2620,Hemiksem,Antwerpen
2627,Schelle,2627,Schelle,Antwerpen
2630,Aartselaar,2630,Aartselaar,Antwerpen
2640,Mortsel,2640,Mortsel,Antwerpen
2650,Edegem,2650,Edegem,Antwerpen
2660,Hoboken,2000,Antwerpen,Antwerpen
2800,Mechelen,2800,Mechelen,Antwerpen
2800,Walem,2800,Mechelen,Antwerpen
2801,Heffen,2800,Mechelen,Antwerpen
2811,Hombeek,2800,Mechelen,Antwerpen
2811,Leest,2800,Mechelen,Antwerpen
2812,Muizen (Mechelen),2800,Mechelen,Antwerpen
2820,Bonheiden,2820,Bonheiden,Antwerpen
2820,Rijmenam,2820,Bonheiden,Antwerpen
2830,Blaasveld,2830,Willebroek,Antwerpen
2830,Heindonk,2830,Willebroek,Antwerpen
2830,Tisselt,2830,Willebroek,Antwerpen
2830,Willebroek,2830,Willebroek,Antwerpen
2840,Reet,2840,Rumst,Antwerpen
2840,Rumst,2840,Rumst,Antwerpen
2840,Terhagen,2840,Rumst,Antwerpen
2845,Niel,2845,Niel,Antwerpen
2850,Boom,2850,Boom,Antwerpen
2860,Sint-Katelijne-Waver,2860,Sint-Katelijne-Waver,Antwerpen
2861,Onze-Lieve-Vrouw-Waver,2860,Sint-Katelijne-Waver,Antwerpen
2870,Breendonk,2870,Puurs,Antwerpen
2870,Liezele,2870,Puurs,Antwerpen
2870,Puurs,2870,Puurs,Antwerpen
2870,Ruisbroek (Antw.),2870,Puurs,Antwerpen
2880,Bornem,2880,Bornem,Antwerpen
2880,Hingene,2880,Bornem,Antwerpen
2880,Mariekerke (Bornem),2880,Bornem,Antwerpen
2880,Weert,2880,Bornem,Antwerpen
2890,Lippelo,2890,Sint-Amands,Antwerpen
2890,Oppuurs,2890,Sint-Amands,Antwerpen
2890,Sint-Amands,2890,Sint-Amands,Antwerpen
2900,Schoten,2900,Schoten,Antwerpen
2910,Essen,2910,Essen,Antwerpen
2920,Kalmthout,2920,Kalmthout,Antwerpen
2930,Brasschaat,2930,Brasschaat,Antwerpen
2940,Hoevenen,2940,Stabroek,Antwerpen
2940,Stabroek,2940,Stabroek,Antwerpen
2950,Kapellen (Antw.),2950,Kapellen (Antw.),Antwerpen
2960,Brecht,2960,Brecht,Antwerpen
2960,Sint-Job-in-'t-Goor,2960,Brecht,Antwerpen
2960,Sint-Lenaarts,2960,Brecht,Antwerpen
2970,'s Gravenwezel,2970,Schilde,Antwerpen
2970,Schilde,2970,Schilde,Antwerpen
2980,Halle (Kempen),2980,Zoersel,Antwerpen
2980,Zoersel,2980,Zoersel,Antwerpen
2990,Loenhout,2990,Wuustwezel,Antwerpen
2990,Wuustwezel,2990,Wuustwezel,Antwerpen
3000,Leuven,3000,Leuven,Vlaams Brabant
3001,Heverlee,3000,Leuven,Vlaams Brabant
3010,Kessel-Lo,3000,Leuven,Vlaams Brabant
3012,Wilsele,3000,Leuven,Vlaams Brabant
3018,Wijgmaal (Vl.Br.),3000,Leuven,Vlaams Brabant
3020,Herent,3020,Herent,Vlaams Brabant
3020,Veltem-Beisem,3020,Herent,Vlaams Brabant
3020,Winksele,3020,Herent,Vlaams Brabant
3040,Huldenberg,3040,Huldenberg,Vlaams Brabant
3040,Loonbeek,3040,Huldenberg,Vlaams Brabant
3040,Neerijse,3040,Huldenberg,Vlaams Brabant
3040,Ottenburg,3040,Huldenberg,Vlaams Brabant
3040,Sint-Agatha-Rode,3040,Huldenberg,Vlaams Brabant
3050,Oud-Heverlee,3050,Oud-Heverlee,Vlaams Brabant
3051,Sint-Joris-Weert,3050,Oud-Heverlee,Vlaams Brabant
3052,Blanden,3050,Oud-Heverlee,Vlaams Brabant
3053,Haasrode,3050,Oud-Heverlee,Vlaams Brabant
3054,Vaalbeek,3050,Oud-Heverlee,Vlaams Brabant
3060,Bertem,3060,Bertem,Vlaams Brabant
3060,Korbeek-Dijle,3060,Bertem,Vlaams Brabant
3061,Leefdaal,3060,Bertem,Vlaams Brabant
3070,Kortenberg,3070,Kortenberg,Vlaams Brabant
3071,Erps-Kwerps,3070,Kortenberg,Vlaams Brabant
3078,Everberg,3070,Kortenberg,Vlaams Brabant
3078,Meerbeek,3070,Kortenberg,Vlaams Brabant
3080,Duisburg,3080,Tervuren,Vlaams Brabant
3080,Tervuren,3080,Tervuren,Vlaams Brabant
3080,Vossem,3080,Tervuren,Vlaams Brabant
3090,Overijse,3090,Overijse,Vlaams Brabant
3110,Rotselaar,3110,Rotselaar,Vlaams Brabant
3111,Wezemaal,3110,Rotselaar,Vlaams Brabant
3118,Werchter,3110,Rotselaar,Vlaams Brabant
3120,Tremelo,3120,Tremelo,Vlaams Brabant
3128,Baal,3120,Tremelo,Vlaams Brabant
3130,Begijnendijk,3130,Begijnendijk,Vlaams Brabant
3130,Betekom,3130,Begijnendijk,Vlaams Brabant
3140,Keerbergen,3140,Keerbergen,Vlaams Brabant
3150,Haacht,3150,Haacht,Vlaams Brabant
3150,Tildonk,3150,Haacht,Vlaams Brabant
3150,Wespelaar,3150,Haacht,Vlaams Brabant
3190,Boortmeerbeek,3190,Boortmeerbeek,Vlaams Brabant
3191,Hever,3190,Boortmeerbeek,Vlaams Brabant
3200,Aarschot,3200,Aarschot,Vlaams Brabant
3200,Gelrode,3200,Aarschot,Vlaams Brabant
3201,Langdorp,3200,Aarschot,Vlaams Brabant
3202,Rillaar,3200,Aarschot,Vlaams Brabant
3210,Linden,3210,Lubbeek,Vlaams Brabant
3210,Lubbeek,3210,Lubbeek,Vlaams Brabant
3211,Binkom,3210,Lubbeek,Vlaams Brabant
3212,Pellenberg,3210,Lubbeek,Vlaams Brabant
3220,Holsbeek,3220,Holsbeek,Vlaams Brabant
3220,Kortrijk-Dutsel,3220,Holsbeek,Vlaams Brabant
3220,Sint-Pieters-Rode,3220,Holsbeek,Vlaams Brabant
3221,Nieuwrode,3220,Holsbeek,Vlaams Brabant
3270,Scherpenheuvel,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3270,Scherpenheuvel-Zichem,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3271,Averbode,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3271,Zichem,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3272,Messelbroek,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3272,Testelt,3270,Scherpenheuvel-Zichem,Vlaams Brabant
3290,Deurne (Vl.Br.),3290,Diest,Vlaams Brabant
3290,Diest,3290,Diest,Vlaams Brabant
3290,Schaffen,3290,Diest,Vlaams Brabant
3290,Webbekom,3290,Diest,Vlaams Brabant
3293,Kaggevinne,3290,Diest,Vlaams Brabant
3294,Molenstede,3290,Diest,Vlaams Brabant
3300,Bost,3300,Tienen,Vlaams Brabant
3300,Goetsenhoven,3300,Tienen,Vlaams Brabant
3300,Hakendover,3300,Tienen,Vlaams Brabant
